fjyXNJUOXsU,corneal;corneal transplantation;lens;phaco;cataract;,Corneal Endothelial Avulsion During Cataract Surgery,"Detachment of the corneal membrane (Descement membrane detachment [DMD]) is more common at the incision site of cataract surgery among inexperienced surgeons and in patients with hard nuclear age-related cataract. In severe cases, the detachment can lead to postsurgical corneal edema, endothelial avulsion (as shown in this video), and corneal decompensation requiring corneal transplantation.

A clinical trial comparing modified (enlarged internal width to 3.0 mm) or conventional (2.2 mm) incision phacoemulsification with intraocular lens implantation reported that modified phacoemulsification with trapezoid incision reduced the incidence of incision-related DMD at postoperative day 1.

Click https://ja.ma/3m6PB5A for complete details.",BC-6270520920001,10.1001/jamaophthalmol.2021.4158,Corneal Endothelial Avulsion,eye surgery,Descement membrane detachment,JAMA Ophthalmology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
un65-nef-Zs,retinal;,Use of 5G Technology For Real-Time Distant Laser Treatment of Diabetic Eye Disease,"In this video, an urban retinal specialist in China communicates with a regional ophthalmologist and patient using an audiovisual system via a 5G system that allows the specialist to define areas for laser treatment and caution zones (nonlaser areas) on a color retinal photograph. The treatment plan is visible to the regional ophthalmologist on a laser machine display, and the laser system automatically performs the photocoagulation, with the retinal specialist in Beijing, China, monitoring the entire procedure through the telemedicine platform.

Click https://ja.ma/36htxxK for complete system details, including a diagram of the equipment and network configuration that makes the system work.",BC-6256474030001,10.1001/jamaophthalmol.2021.2322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QhUnzzdqXpE,retinal;,Accuracy of Retinal Imaging Using Artificial Intelligence (AI),"Treatment decisions for retinal conditions like wet age-related macular degeneration (AMD) and diabetic macular edema (DME) rely on physicians' subjective assessment of retinal fluid as a marker of disease severity.

Optical coherence tomography (OCT) segmentation offers the potential to objectively quantify disease and standardize treatment decisions.

Researchers developed a deep learning (AI) model to quantify volumes of clinically relevant disease in OCT scans in individuals with AMD and DME.

This video illustrates example model segmentations, model success cases, model failures, and examples of model-specialist disagreements when retinal experts graded automated vs manual OCT segmentations for intraretinal fluid (IRF) and subretinal fluid (SRF) (for DME scans) or for IRF, SRF, subreintal hyperreflective material, and pigment epithelial detachment (PED) (for AMD scans).

Click https://ja.ma/3hFj1FQ for complete study details, and the PDF supplement at the link for full video image findings (eFigures 2 to 12 in the Supplement).

(Note: Set 1: 15 OCT scans from patients with new severe AMD imaged using the 3D OCT-2000 device from Topcon Corporation.

Set 2: 164 OCT scans acquired using the Topcon device or a Spectralis OCT device from Heidelberg Engineering GmbH, resulting in 4 subsets: (1) Topcon-AMD, (2) Heidelberg-AMD, (3) Topcon-DME, and (4) Heidelberg-DME.)",10.1001/jamaophthalmol.2021.2283,BC-6256469809001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtrUZqtbvas,retinal;retinal detachment;ppv;retinopexy;pars plana vitrectomy;vitrectomy;vitrectomy;pneumatic retinopexy;,Retinal Detachment Treatment〞Pars Plana Vitrectomy,"Two procedures treat retinal detachment: pars plana vitrectomy (PPV; removal of vitreous from the eye) and pneumatic retinopexy (PnR; gas injection into the eye to exert gentle pressure to reattach the retina).

Some outcomes following PnR may be superior to PPV for managing rhegmatogenous retinal detachment, based on randomized clinical trial findings.

This animation video illustrates a possible mechanism for the difference in visual acuity outcomes between the 2 procedures based on observations of photoreceptor integrity on spectral-domain optical coherence tomography (OCT) after 12 months.

PPV involves a gas-fluid exchange. As gas is put into the vitreous cavity, subretinal fluid at the site of detachment is aspirated. The photoreceptor layer re-apposes to the retinal pigment epithelium (RPE) as the fluid is removed [00:08], but cell interdigitation is suboptimal [00:16] and some photoreceptor cells subsequently die off in the process. This is potentially associated with worse visual acuity outcomes and with more discontinuities of the ellipsoid zone (EZ) and external limiting membrane (ELM) on OCT imaging compared with pneumatic retinopexy.

Click https://youtu.be/_o1nJM6bJjU for a parallel video illustration of pneumatic retinopexy and https://ja.ma/3emjlYh for full article details.",Vitrectomy,Retinal Detachment Treatment,removal of vitreous,Pars Plana Vitrectomy,eye surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_o1nJM6bJjU,retina;retinal;retinal detachment;ppv;retinopexy;pars plana vitrectomy;vitrectomy;vitrectomy;pneumatic retinopexy;,Retinal Detachment Treatment〞Pneumatic Retinopexy,"Two procedures treat retinal detachment: pars plana vitrectomy (PPV; removal of vitreous from the eye) and pneumatic retinopexy (PnR; gas injection into the eye to exert gentle pressure to reattach the retina).

Some outcomes following PnR may be superior to PPV for managing rhegmatogenous retinal detachment, based on randomized clinical trial findings.

This animation video illustrates a possible mechanism for the difference in visual acuity outcomes between the 2 procedures based on observations of photoreceptor integrity on spectral-domain optical coherence tomography (OCT) after 12 months.

PnR involves injection of a gas bubble into the vitreous cavity that exerts minimum buoyant forces on the retina, potentially allowing the retinal pigment epithelium (RPE) pump to reabsorb the subretinal fluid and the photoreceptors to interdigitate [00:10]. The photoreceptor layer re-apposition to the RPE may be more optimal, with less photoreceptor cell death, better visual acuity outcomes, and no visible discontinuities of the ellipsoid zone (EZ) and external limiting membrane (ELM) on OCT imaging compared with PPV repair.

Click https://youtu.be/FtrUZqtbvas for a parallel video illustration of retinal reattachment following PPV repair and https://ja.ma/3emjlYh for full article details.",retinopexy,Retinal Detachment Treatment,pneumatic retinopexy,pars plana vitrectomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jx_t1FfSCu0,retinal;,Pulsating Cilioretinal Artery From Elevated Eye Pressures,"High intraocular pressure (IOP) is a risk factor for retinal vein occlusion, and cilioretinal artery obstruction can follow because the choroidal circulation lacks the ability to autoregulate and compensate for an elevated resistance to flow imposed by a high IOP. This real-time video shows angiographic manifestations of cilioretinal artery obstruction: a pulsating cilioretinal artery with sluggish venous laminar filling at least 10 seconds after arterial filling and significant delay of both arterial and venous filling in the inferotemporal macula corresponding to the distribution of the pulsating cilioretinal artery. Click https://ja.ma/3dmMAva for complete case details and discussion.",Cilioretinal Artery,ophthalmology angiograph,eye angiography,cilioretinal artery obstruction,venous laminar filling,elevated eye pressure,eye pressure,intraocular eye pressure,intraocular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skmg9DZAkdk,cornea;corneal;lens;glaucoma;,Painless Glaucoma Test,"Pressures in the eye can be assessed with a tool that measures recoil in response to an air puff. The tool provides a more convenient alternative to direct contact measure for monitoring eye pressure in patients with or at risk of glaucoma, but the air puff can push the corneal endothelium, iris, and lens together, as seen in this video, which poses the following theoretical risks: 

(1) Cornea-iris contact could lead to release of pigment from the iris into the anterior chamber, which could get into the trabecular meshwork and contribute to flow impairment, elevating intraocular pressure and resulting in a pigmentary glaucoma. 
(2) Iris-lens contact could lead to inflammation and adherence of the iris to the lens, which could lead to impairment of flow of fluid from the posterior to anterior chamber, resulting in a bowing forward of the peripheral iris against the cornea and narrow-angle glaucoma. 
(3) Cornea-lens contact could lead to corneal endothelium damage, clouding vision. 

Go to https://ja.ma/34DAl7P additional images and details.",BC-6136269166001,BC-6136267216001,Tonometer,Tonometry,Eye,Iris,Cornea,Lens,Ophthalmology,Glaucoma,Oculus,Optometry,Eye Pressure,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGSgIWgw8lc,retinal;pars plana vitrectomy;vitrectomy;vitrectomy;gas tamponade;,Views of the Mechanism of Retinal Displacement Following Pars Plana Vitrectomy,This video shows coronal and cross-sectional views of the suggested mechanism for retinal displacement following pars plana vitrectomy. The small amount of residual subretinal fluid that remains at the completion of surgery along with the use of an intraocular gas tamponade may result in the displacement of subretinal fluid under the influence of the buoyant force of the gas bubble and gravity in a direction related to postoperative positioning. This generally results in fluid flowing from posterior to anterior and often inferiorly with a corresponding stretch of retina. Click https://ja.ma/39XOdue to read the article.,Retinal Displacement,Pars Plana Vitrectomy,subretinal fluid,ophthalmology,Medicine,Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wwT3I1FTiKE,retina;retinal;retinal detachment;pars plana vitrectomy;vitrectomy;vitrectomy;gas tamponade;,Mechanism of Retinal Displacement Following Pars Plana Vitrectomy,"This video demonstrates the suggested mechanism for retinal displacement following pars plana vitrectomy. Typically in a vitrectomy, the small amount of residual subretinal fluid that remains at the completion of surgery along with the use of an intraocular gas tamponade may result in the displacement of subretinal fluid under the influence of the buoyant force of the gas bubble and gravity in a direction related to postoperative positioning. This generally results in fluid flowing from posterior to anterior and often inferiorly, resulting in a corresponding stretch of the retina and misalignment of the photoreceptors with the retinal pigment epithelium compared with their original preretinal detachment location. Click https://ja.ma/39XOdue to read the article.",pars plana vitrectomy,Retinal displacement,intraocular gas tamponade,subretinal fluid,ophthalmology,eye,Medicine,eye surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lEqmkVDBNe4,retina;retinal;retinal detachment;retinopexy;pneumatic retinopexy;,Mechanism of Retinal Reattachment Following Pneumatic Retinopexy,"This video demonstrates the mechanism of subretinal fluid reabsorption without retinal displacement following pneumatic retinopexy with a steam-rolling maneuver. The small gas bubble in the vitreous cavity exerts minimum buoyant force on the retina, and therefore, there is less forceful flow of subretinal fluid under the retina, allowing the retinal pigment epithelium pump to reabsorb the subretinal fluid and the photoreceptors to interdigitate into a more natural position. Click https://ja.ma/39XOdue to read the article.",Retinal detachment,retinal reattachment,pneumatic retinopexy,subretinal injection,retinal displacement,ophthalmology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5m-veYPl5Zs,glaucoma;,Glaucoma Disability During Virtual Reality (VR) City Navigation at Day and Night,"Researchers have developed VR simulations to measure vision-related disability among patients with glaucoma and other eye disorders. For example, participants wearing VR headsets were asked to navigate a virtual distance of approximately 90 m under daytime conditions in a city area modeled on Hong Kong. This video illustrates a comparison of the VR performance of a patient with glaucoma during simulated daytime conditions (A) and nighttime conditions (B). The patient took 85.1 seconds in the daytime navigation with 2 collisions vs 167.8 seconds with 1 collision in the nighttime navigation. The performance suggests that VR simulations can help eye care professionals better understand from patients' perspective how visual impairment impairs them in their daily lives. MD indicates mean deviation; VFI, visual field index. Click https://ja.ma/2U9UWeB for video illustrating performance on other simulated tasks and https://ja.ma/2QmWl0d for complete details of the VR project.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kpPLHBYtZvU,glaucoma;,Glaucoma Disability During Virtual Reality (VR) City Navigation,"Researchers have developed VR simulations to measure vision-related disability among patients with glaucoma and other eye disorders. For example, participants wearing VR headsets were asked to navigate a virtual distance of approximately 90 m under nighttime conditions in a city area modeled on Hong Kong. In this video, the healthy individual took 78.7 seconds to complete the task with 0 collisions, and the patient with glaucoma took 167.8 seconds with 1 collision. The performance suggests that VR simulations can help eye care professionals better understand from patients' perspective how visual impairment impairs them in their daily lives. MD indicates mean deviation; VFI, visual field index. Click https://ja.ma/2U9UWeB for video illustrating performance on other simulated tasks and https://ja.ma/2QmWl0d for complete details of the VR project.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mWV1nwtlBtA,glaucoma;,Glaucoma Disability During Virtual Reality (VR) Stair Navigation,"Researchers have developed VR simulations to measure vision-related disability among patients with glaucoma and other eye disorders. For example, participants wearing VR headsets were asked to walk up and then down 2 flights of stairs under day-illuminated and night-illuminated conditions. This video compares the VR performance of a patient with glaucoma completing the tasks. The patient took 93.4 seconds with 1 collision under simulated daytime lighting and 181.6 seconds with 6 collisions under simulated nighttime lighting. The performance suggests that VR simulations can help eye care professionals better understand patients' perspectives of how visual impairment impairs them in their daily lives. MD indicates mean deviation; VFI, visual field index. Click https://ja.ma/2U9UWeB for videos illustrating other simulated tasks and https://ja.ma/2QmWl0d for complete details of the VR project.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4MaEHn3NDJU,glaucoma;,Glaucoma Disability During Virtual Reality (VR) Nighttime Stair Navigation,"Researchers have developed VR simulations to measure vision-related disability among patients with glaucoma and other eye disorders. For example, in a nighttime stair navigation task, participants were asked to walk up and then down 2 flights of stairs. This video illustrates the VR performance of a healthy individual (A) and a patient with glaucoma (B) in the task. The healthy individual took 179.5 seconds to complete the navigation with 0 collisions, and the patient with glaucoma took 465.1 seconds with 3 collisions. The performance suggests that VR simulations can help eye care professionals better understand from patients' perspective how visual impairment impairs them in their daily lives. MD indicates mean deviation; VFI, visual field index. Other simulated tasks involved supermarket shopping and city navigation. For illustration of patients＊ performance on other simulated tasks see https://ja.ma/2U9UWeB. Click https://ja.ma/2QmWl0d for complete details of the VR project.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4sT9hcqI0Q,glaucoma;,Glaucoma Disability During Virtual Reality (VR) Supermarket Shopping,"Researchers have developed VR simulations to measure vision-related disability among patients with glaucoma and other eye disorders. For example, in a virtual supermarket shopping task, participants were asked to identify 10 shopping items from a rack. This video illustrates the VR performance of a healthy individual (A) and a patient with glaucoma (B) in the task. The patient with glaucoma took 167.5 seconds to complete the task and incorrectly identified 1 item while the healthy individual took 39.7 seconds to correctly identify 10 shopping items without misidentification. The performance suggests that VR simulations can help eye care professionals better understand from patients' perspective how visual impairment impairs them in their daily lives. Other simulated tasks involved stair and city navigation in the day and at night. 

For illustration of patients＊ performance other simulated tasks see https://ja.ma/2U9UWeB. 

Click https://ja.ma/2QmWl0d for complete details of the VR project.

MD indicates mean deviation; VFI, visual field index.",Glaucoma,Eye,Vision,VR,Virtual Reality,Low Vision,Ophthalmology,Medicine,Simulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7bES889qKhU,retinal;,Eye Findings in a Mouse Model Mimicking EPAS1 Gain-of-Function Mutation Syndrome,"The recently described EPAS1 gain-of-function mutation syndrome (Pacak-Zhuang syndrome) is characterized by a constellation of multiple paragangliomas and pheochromocytomas, duodenal somatostatinoma, and polycythemia caused by postzygotic gain-of-function mutations in the EPAS1 gene, encoding for hypoxia-inducible factor 2汐 (HIF-2汐). Because development of ocular structures requires proper coordination of hypoxia signaling, researchers evaluated patients with the syndrome for eye abnormalities and developed and evaluated a transgenic mouse model with a somatic heterozygous Epas1A529V mutation (corresponding to the human EPAS1A530V mutation) to establish the role of HIF-2汐 in the development of eye pathologies identified in the patients. This video of time-lapse fluorescein angiography demonstrates a venous plexus out towards the periphery of the eye with plexiform arteriovenous shunting (arrow) in a mutant mouse, mimicking some of the findings seen in humans. This and other findings from the mouse model suggests that HIF-2汐 is a critical component of the development of choroid and retinal vasculature and that abnormal vascular patterns in patients are developmental in origin. Read the related article for full details and discussion https://ja.ma/2t2KrQs.",mutant mouse,gain-of-function mutation,Pacak-Zhuang syndrome,EPAS1A530V,retinal vasculature,paragangliomas,duodenal somatostatinoma,pheochromocytomas,polycythemia,fluorescein angiography,Eye,Ophthalmology,Genetics,Medicine,Murine model,Genetic Eye Disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bMf46-Lh7ck,corneal;retina;pars plana vitrectomy;vitrectomy;vitrectomy;,Eye Parasite Removal,"A man in his 40s from Thailand presented with a 4-week history of blurred vision in his right eye diagnosed as diffuse subacute unilateral neuroretinitis (DUSN). After treatment for presumed toxoplasmosis his vitreous cleared and a threadlike parasite that migrated to the posterior pole was more easily seen. This video illustrates removal of the parasite via pars plana vitrectomy with a soft-tip extrusion tube (Video). The parasite was identified as a live adult female Thelazia.  Thelazia nematodes (also called eye worms) commonly cause ocular infections in animals but rarely in humans. Most reports of ocular human thelaziasis include cases of extraocular infection such as conjunctivitis, epiphora, keratitis, and/or corneal ulcers. In this case the infestation was presumably acquired through consumption of raw meat. Click http://ja.ma/1H3dAGA for a full case discussion.",Thelazia Parasite,Thelazia nematode,how to remove a parasite,eye parasite,Ophthalmology,Eye,Eye Worm,Worm,Nematode,Loa Loa,Retina,Medicine,FOAMed,Vitrectomy,Parasite,Raw Meat,Infestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bHvjHzdO_7o,ptosis;rectus muscle;,Ocular Neuromyotonia After Pituitary Adenoma Resection,"Following pituitary adenoma resection and external beam radiation, a woman in her 50s developed ptosis, an adduction deficit and intermittent esotropia OD attributable to intermittent diplopia from aberrant postoperative CNIII regeneration and oculomotor neuromyotonia,?a rare condition characterized by paroxysmal contraction of extraocular muscles secondary to spontaneous electrical activity in unstable motor nerve membranes. This video illustrates the patient's persistent esotropia before spontaneous relaxation of the right medial rectus muscle after being asked to adduct her right eye. Get the full case details and learn more at http://ja.ma/28MP1Te",Miosis,Ptosis,Intermittent Esotropia,oculomotor neuromyotonia,Neuromyotonia,Causes of Ocular Neuromytonia,Ophthalmology,Eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrXhH7Y17zM,retinal;,In Vivo Autofluorescence Imaging of Photoreceptors in Stargardt Disease Type 1,"Fluorescence adaptive optics scanning light ophthalmoscopy (AOSLO) can provide in vivo autofluorescence images with microscopic resolution to elucidate the cellular origin of abnormalities in Stargardt disease type 1. This video shows a comparison of autofluorescence and reflectance images from the same retinal location and demonstrates an abnormal autofluorescence structure more consistent in appearance with photoreceptor than retinal pigment epithelial cell reflectance, suggesting that photoreceptor damage mediated by the accumulation of lipofuscin precursors may precede retinal pigment epithelial cell death in Stargardt disease type 1. Learn more at: https://ja.ma/2CtGgPk.",In Vivo Autofluorescence Imaging of Photoreceptors in Stargardt Disease Type 1,AOSLO,ophthalmoscopy,autofluorescence,Stargardt disease type 1,Stargardt disease,lipofuscin,retinal pigment epithelial cell death,epithelial cell death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhy3-GXdxAI,eyelid;,Fishhook in the Eye - Removal and Treatment,"A man in his 30s presented with a fishhook injury to his left eye and lower eyelid after fishing in Everglades National Park. His visual acuity was hand motions, and he had a penetrating injury with a 3-pronged barbed fishhook, with 1 prong lodged in the anterior chamber and another in the lower eyelid. This procedure video (beginning 00:30) demonstrates the technique for removing the foreign body and repairing the eye. The surgeons used a cut-and-push-through technique whereby the contaminated lure was cut before transferring the patient to the operating room. The anterior chamber was inflated with viscoelastic, the exit wound was fashioned to rotate out the barbed fishhook lodged in the anterior chamber, and the barbed prong of the fishhook lodged in the lower eyelid was dissected using blunt Westcott scissors and then removed. Click http://ja.ma/1C3zIw5 for full procedure and case details. 

Cite this as Chao DL, Erickson BP, Rachitskaya AV. Penetrating Ocular Fishhook Injury. JAMA Ophthalmol. 2015;133(3):347每348. doi:10.1001/jamaophthalmol.2014.4778",4.08E+12,jamaophthalmology,ophthalmology,jamanetwork,Eye Injuries/Ocular Trauma,surgery,Foreign Body,Eye,Eye Surgery,Fishing,Fish Hook,Fish Hook Injury,Procedure Video,Medicine,FOAMed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v0EgaXQkFy8,scleral;scleral buckling;scleral buckling;retinal;retinal detachment;,Google Glass During Scleral Buckling,"JAMA Ophthalmol. Published online March 26, 2015. doi:10.1001/jamaophthalmol.2015.0465. Read the article here: http://ja.ma/1INm7Pc",4.09E+12,jamaophthalmology,ophthalmology,Medical Education and Training,jamanetwork,surgery,retinal detachment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
